"success","screen","group","trial_type","trial_index","time_elapsed","internal_node_id","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","webcam","microphone","vsync_rate","date","time","screen_height","screen_width","researcher","sona_id","prolific_id","study_id","session_id","rt","stimulus","response","question_order","timeout","failed_images","failed_audio","failed_video","trial_duration","file","block","correct_response","Illusion_Type","Illusion_Strength","Illusion_Difference","isi","fixation_cross","correct","type","illusion_strength","illusion_difference","block_number","trial_number"
"","IG_FixationCross","","html-keyboard-response","130","161342","0.0-12.0-0.0-2.0-0.28","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 18%; padding-right: 33%; padding-top: 28%; padding-bottom: 6%"">+</p>","null","","","","","","805","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","131","161604","0.0-12.0-0.0-2.0-1.28","","","","","","","","","","","","","","","","","","","","","261","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-3.0000_-0.18509.png","arrowup","","","","","","","MullerLyer_-3.0000_-0.18509.png","A","arrowdown","MullerLyer","-3.000000000","-0.185090000","161342","<p style=""color: black; font-size: 80px; padding-left: 18%; padding-right: 33%; padding-top: 28%; padding-bottom: 6%"">+</p>","false","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","29"
"","IG_FixationCross","","html-keyboard-response","132","162598","0.0-12.0-0.0-2.0-0.29","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 29%; padding-right: 34%; padding-top: 41%; padding-bottom: 1%"">+</p>","null","","","","","","993","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","133","162852","0.0-12.0-0.0-2.0-1.29","","","","","","","","","","","","","","","","","","","","","254","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_21.0000_0.18509.png","arrowup","","","","","","","MullerLyer_21.0000_0.18509.png","A","arrowup","MullerLyer","21.000000000","0.1850900000","162598","<p style=""color: black; font-size: 80px; padding-left: 29%; padding-right: 34%; padding-top: 41%; padding-bottom: 1%"">+</p>","true","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","30"
"","IG_FixationCross","","html-keyboard-response","134","163493","0.0-12.0-0.0-2.0-0.30","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 39%; padding-right: 14%; padding-top: 43%; padding-bottom: 32%"">+</p>","null","","","","","","638","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","135","163504","0.0-12.0-0.0-2.0-1.30","","","","","","","","","","","","","","","","","","","","","10","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-9.0000_0.45000.png","arrowup","","","","","","","MullerLyer_-9.0000_0.45000.png","A","arrowup","MullerLyer","-9.000000000","0.4500000000","163493","<p style=""color: black; font-size: 80px; padding-left: 39%; padding-right: 14%; padding-top: 43%; padding-bottom: 32%"">+</p>","true","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","31"
"","IG_FixationCross","","html-keyboard-response","136","164180","0.0-12.0-0.0-2.0-0.31","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 41%; padding-right: 48%; padding-top: 47%; padding-bottom: 42%"">+</p>","null","","","","","","674","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","137","164291","0.0-12.0-0.0-2.0-1.31","","","","","","","","","","","","","","","","","","","","","111","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-15.000_-0.30447.png","arrowup","","","","","","","MullerLyer_-15.000_-0.30447.png","A","arrowdown","MullerLyer","-15.00000000","-0.304470000","164180","<p style=""color: black; font-size: 80px; padding-left: 41%; padding-right: 48%; padding-top: 47%; padding-bottom: 42%"">+</p>","false","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","32"
"","IG_FixationCross","","html-keyboard-response","138","164968","0.0-12.0-0.0-2.0-0.32","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 11%; padding-right: 25%; padding-top: 7%; padding-bottom: 41%"">+</p>","null","","","","","","676","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","139","164979","0.0-12.0-0.0-2.0-1.32","","","","","","","","","","","","","","","","","","","","","10","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_21.0000_-0.08716.png","arrowup","","","","","","","MullerLyer_21.0000_-0.08716.png","A","arrowdown","MullerLyer","21.000000000","-0.087160000","164968","<p style=""color: black; font-size: 80px; padding-left: 11%; padding-right: 25%; padding-top: 7%; padding-bottom: 41%"">+</p>","false","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","33"
"","IG_FixationCross","","html-keyboard-response","140","165930","0.0-12.0-0.0-2.0-0.33","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 9%; padding-right: 23%; padding-top: 12%; padding-bottom: 37%"">+</p>","null","","","","","","950","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","141","165957","0.0-12.0-0.0-2.0-1.33","","","","","","","","","","","","","","","","","","","","","26","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-27.000_0.18509.png","arrowup","","","","","","","MullerLyer_-27.000_0.18509.png","A","arrowup","MullerLyer","-27.00000000","0.1850900000","165930","<p style=""color: black; font-size: 80px; padding-left: 9%; padding-right: 23%; padding-top: 12%; padding-bottom: 37%"">+</p>","true","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","34"
"","IG_FixationCross","","html-keyboard-response","142","166889","0.0-12.0-0.0-2.0-0.34","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 30%; padding-right: 27%; padding-top: 32%; padding-bottom: 26%"">+</p>","null","","","","","","930","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","143","166925","0.0-12.0-0.0-2.0-1.34","","","","","","","","","","","","","","","","","","","","","36","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-27.000_0.30447.png","arrowup","","","","","","","MullerLyer_-27.000_0.30447.png","A","arrowup","MullerLyer","-27.00000000","0.3044700000","166889","<p style=""color: black; font-size: 80px; padding-left: 30%; padding-right: 27%; padding-top: 32%; padding-bottom: 26%"">+</p>","true","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","35"
"","IG_FixationCross","","html-keyboard-response","144","167608","0.0-12.0-0.0-2.0-0.35","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 11%; padding-right: 43%; padding-top: 30%; padding-bottom: 27%"">+</p>","null","","","","","","681","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","145","167723","0.0-12.0-0.0-2.0-1.35","","","","","","","","","","","","","","","","","","","","","114","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-15.000_-0.4500.png","arrowup","","","","","","","MullerLyer_-15.000_-0.4500.png","A","arrowdown","MullerLyer","-15.00000000","-0.450000000","167608","<p style=""color: black; font-size: 80px; padding-left: 11%; padding-right: 43%; padding-top: 30%; padding-bottom: 27%"">+</p>","false","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","36"
"","IG_FixationCross","","html-keyboard-response","146","168543","0.0-12.0-0.0-2.0-0.36","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 21%; padding-right: 49%; padding-top: 6%; padding-bottom: 38%"">+</p>","null","","","","","","819","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","147","168916","0.0-12.0-0.0-2.0-1.36","","","","","","","","","","","","","","","","","","","","","372","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_27.0000_0.45000.png","arrowup","","","","","","","MullerLyer_27.0000_0.45000.png","A","arrowup","MullerLyer","27.000000000","0.4500000000","168543","<p style=""color: black; font-size: 80px; padding-left: 21%; padding-right: 49%; padding-top: 6%; padding-bottom: 38%"">+</p>","true","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","37"
"","IG_FixationCross","","html-keyboard-response","148","169530","0.0-12.0-0.0-2.0-0.37","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 3%; padding-right: 7%; padding-top: 13%; padding-bottom: 30%"">+</p>","null","","","","","","612","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","149","169547","0.0-12.0-0.0-2.0-1.37","","","","","","","","","","","","","","","","","","","","","16","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-27.000_-0.4500.png","arrowup","","","","","","","MullerLyer_-27.000_-0.4500.png","A","arrowdown","MullerLyer","-27.00000000","-0.450000000","169530","<p style=""color: black; font-size: 80px; padding-left: 3%; padding-right: 7%; padding-top: 13%; padding-bottom: 30%"">+</p>","false","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","38"
"","IG_FixationCross","","html-keyboard-response","150","170600","0.0-12.0-0.0-2.0-0.38","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 8%; padding-right: 49%; padding-top: 2%; padding-bottom: 42%"">+</p>","null","","","","","","1051","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","151","170795","0.0-12.0-0.0-2.0-1.38","","","","","","","","","","","","","","","","","","","","","194","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_27.0000_-0.30447.png","arrowup","","","","","","","MullerLyer_27.0000_-0.30447.png","A","arrowdown","MullerLyer","27.000000000","-0.304470000","170600","<p style=""color: black; font-size: 80px; padding-left: 8%; padding-right: 49%; padding-top: 2%; padding-bottom: 42%"">+</p>","false","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","39"
"","IG_FixationCross","","html-keyboard-response","152","171622","0.0-12.0-0.0-2.0-0.39","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 14%; padding-right: 27%; padding-top: 7%; padding-bottom: 24%"">+</p>","null","","","","","","826","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","153","171942","0.0-12.0-0.0-2.0-1.39","","","","","","","","","","","","","","","","","","","","","320","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_3.00000_0.18509.png","arrowup","","","","","","","MullerLyer_3.00000_0.18509.png","A","arrowup","MullerLyer","3.0000000000","0.1850900000","171622","<p style=""color: black; font-size: 80px; padding-left: 14%; padding-right: 27%; padding-top: 7%; padding-bottom: 24%"">+</p>","true","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","40"
"","IG_FixationCross","","html-keyboard-response","154","172565","0.0-12.0-0.0-2.0-0.40","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 21%; padding-right: 31%; padding-top: 46%; padding-bottom: 22%"">+</p>","null","","","","","","621","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","155","172775","0.0-12.0-0.0-2.0-1.40","","","","","","","","","","","","","","","","","","","","","209","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_27.0000_-0.4500.png","arrowup","","","","","","","MullerLyer_27.0000_-0.4500.png","A","arrowdown","MullerLyer","27.000000000","-0.450000000","172565","<p style=""color: black; font-size: 80px; padding-left: 21%; padding-right: 31%; padding-top: 46%; padding-bottom: 22%"">+</p>","false","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","41"
"","IG_FixationCross","","html-keyboard-response","156","173598","0.0-12.0-0.0-2.0-0.41","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 35%; padding-right: 1%; padding-top: 44%; padding-bottom: 43%"">+</p>","null","","","","","","821","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","157","174158","0.0-12.0-0.0-2.0-1.41","","","","","","","","","","","","","","","","","","","","","560","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-3.0000_-0.4500.png","arrowup","","","","","","","MullerLyer_-3.0000_-0.4500.png","A","arrowdown","MullerLyer","-3.000000000","-0.450000000","173598","<p style=""color: black; font-size: 80px; padding-left: 35%; padding-right: 1%; padding-top: 44%; padding-bottom: 43%"">+</p>","false","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","42"
"","IG_FixationCross","","html-keyboard-response","158","174763","0.0-12.0-0.0-2.0-0.42","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 41%; padding-right: 22%; padding-top: 15%; padding-bottom: 42%"">+</p>","null","","","","","","604","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","159","174867","0.0-12.0-0.0-2.0-1.42","","","","","","","","","","","","","","","","","","","","","104","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-3.0000_0.30447.png","arrowup","","","","","","","MullerLyer_-3.0000_0.30447.png","A","arrowup","MullerLyer","-3.000000000","0.3044700000","174763","<p style=""color: black; font-size: 80px; padding-left: 41%; padding-right: 22%; padding-top: 15%; padding-bottom: 42%"">+</p>","true","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","43"
"","IG_FixationCross","","html-keyboard-response","160","175588","0.0-12.0-0.0-2.0-0.43","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 17%; padding-right: 19%; padding-top: 7%; padding-bottom: 46%"">+</p>","null","","","","","","719","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","161","175891","0.0-12.0-0.0-2.0-1.43","","","","","","","","","","","","","","","","","","","","","302","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_9.00000_-0.30447.png","arrowup","","","","","","","MullerLyer_9.00000_-0.30447.png","A","arrowdown","MullerLyer","9.0000000000","-0.304470000","175588","<p style=""color: black; font-size: 80px; padding-left: 17%; padding-right: 19%; padding-top: 7%; padding-bottom: 46%"">+</p>","false","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","44"
"","IG_FixationCross","","html-keyboard-response","162","176511","0.0-12.0-0.0-2.0-0.44","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 39%; padding-right: 14%; padding-top: 26%; padding-bottom: 24%"">+</p>","null","","","","","","619","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","163","176667","0.0-12.0-0.0-2.0-1.44","","","","","","","","","","","","","","","","","","","","","155","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-9.0000_-0.18509.png","arrowup","","","","","","","MullerLyer_-9.0000_-0.18509.png","A","arrowdown","MullerLyer","-9.000000000","-0.185090000","176511","<p style=""color: black; font-size: 80px; padding-left: 39%; padding-right: 14%; padding-top: 26%; padding-bottom: 24%"">+</p>","false","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","45"
"","IG_FixationCross","","html-keyboard-response","164","177643","0.0-12.0-0.0-2.0-0.45","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 32%; padding-right: 29%; padding-top: 6%; padding-bottom: 20%"">+</p>","null","","","","","","974","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","165","177724","0.0-12.0-0.0-2.0-1.45","","","","","","","","","","","","","","","","","","","","","81","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-21.000_0.45000.png","arrowup","","","","","","","MullerLyer_-21.000_0.45000.png","A","arrowup","MullerLyer","-21.00000000","0.4500000000","177643","<p style=""color: black; font-size: 80px; padding-left: 32%; padding-right: 29%; padding-top: 6%; padding-bottom: 20%"">+</p>","true","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","46"
"","IG_FixationCross","","html-keyboard-response","166","178577","0.0-12.0-0.0-2.0-0.46","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 14%; padding-right: 9%; padding-top: 27%; padding-bottom: 6%"">+</p>","null","","","","","","850","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","167","179108","0.0-12.0-0.0-2.0-1.46","","","","","","","","","","","","","","","","","","","","","531","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-27.000_-0.30447.png","arrowup","","","","","","","MullerLyer_-27.000_-0.30447.png","A","arrowdown","MullerLyer","-27.00000000","-0.304470000","178577","<p style=""color: black; font-size: 80px; padding-left: 14%; padding-right: 9%; padding-top: 27%; padding-bottom: 6%"">+</p>","false","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","47"
"","IG_FixationCross","","html-keyboard-response","168","180173","0.0-12.0-0.0-2.0-0.47","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 17%; padding-right: 12%; padding-top: 37%; padding-bottom: 49%"">+</p>","null","","","","","","1063","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","169","180222","0.0-12.0-0.0-2.0-1.47","","","","","","","","","","","","","","","","","","","","","49","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_15.0000_-0.30447.png","arrowdown","","","","","","","MullerLyer_15.0000_-0.30447.png","A","arrowdown","MullerLyer","15.000000000","-0.304470000","180173","<p style=""color: black; font-size: 80px; padding-left: 17%; padding-right: 12%; padding-top: 37%; padding-bottom: 49%"">+</p>","true","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","48"
"","IG_FixationCross","","html-keyboard-response","170","181238","0.0-12.0-0.0-2.0-0.48","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 2%; padding-right: 50%; padding-top: 23%; padding-bottom: 2%"">+</p>","null","","","","","","1013","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","171","181291","0.0-12.0-0.0-2.0-1.48","","","","","","","","","","","","","","","","","","","","","53","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-15.000_0.08716.png","arrowdown","","","","","","","MullerLyer_-15.000_0.08716.png","A","arrowup","MullerLyer","-15.00000000","0.0871600000","181238","<p style=""color: black; font-size: 80px; padding-left: 2%; padding-right: 50%; padding-top: 23%; padding-bottom: 2%"">+</p>","false","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","49"
"","IG_FixationCross","","html-keyboard-response","172","182015","0.0-12.0-0.0-2.0-0.49","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 32%; padding-right: 8%; padding-top: 27%; padding-bottom: 28%"">+</p>","null","","","","","","722","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","173","182157","0.0-12.0-0.0-2.0-1.49","","","","","","","","","","","","","","","","","","","","","142","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_3.00000_-0.4500.png","arrowup","","","","","","","MullerLyer_3.00000_-0.4500.png","A","arrowdown","MullerLyer","3.0000000000","-0.450000000","182015","<p style=""color: black; font-size: 80px; padding-left: 32%; padding-right: 8%; padding-top: 27%; padding-bottom: 28%"">+</p>","false","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","50"
"","IG_FixationCross","","html-keyboard-response","174","183131","0.0-12.0-0.0-2.0-0.50","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 27%; padding-right: 26%; padding-top: 38%; padding-bottom: 5%"">+</p>","null","","","","","","972","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","175","183271","0.0-12.0-0.0-2.0-1.50","","","","","","","","","","","","","","","","","","","","","139","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_9.00000_-0.18509.png","arrowdown","","","","","","","MullerLyer_9.00000_-0.18509.png","A","arrowdown","MullerLyer","9.0000000000","-0.185090000","183131","<p style=""color: black; font-size: 80px; padding-left: 27%; padding-right: 26%; padding-top: 38%; padding-bottom: 5%"">+</p>","true","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","51"
"","IG_FixationCross","","html-keyboard-response","176","184228","0.0-12.0-0.0-2.0-0.51","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 19%; padding-right: 32%; padding-top: 17%; padding-bottom: 28%"">+</p>","null","","","","","","955","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","177","184351","0.0-12.0-0.0-2.0-1.51","","","","","","","","","","","","","","","","","","","","","123","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-15.000_0.30447.png","arrowup","","","","","","","MullerLyer_-15.000_0.30447.png","A","arrowup","MullerLyer","-15.00000000","0.3044700000","184228","<p style=""color: black; font-size: 80px; padding-left: 19%; padding-right: 32%; padding-top: 17%; padding-bottom: 28%"">+</p>","true","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","52"
"","IG_FixationCross","","html-keyboard-response","178","185166","0.0-12.0-0.0-2.0-0.52","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 47%; padding-right: 26%; padding-top: 12%; padding-bottom: 28%"">+</p>","null","","","","","","813","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","179","185184","0.0-12.0-0.0-2.0-1.52","","","","","","","","","","","","","","","","","","","","","17","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-15.000_0.18509.png","arrowup","","","","","","","MullerLyer_-15.000_0.18509.png","A","arrowup","MullerLyer","-15.00000000","0.1850900000","185166","<p style=""color: black; font-size: 80px; padding-left: 47%; padding-right: 26%; padding-top: 12%; padding-bottom: 28%"">+</p>","true","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","53"
"","IG_FixationCross","","html-keyboard-response","180","186144","0.0-12.0-0.0-2.0-0.53","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 24%; padding-right: 2%; padding-top: 22%; padding-bottom: 15%"">+</p>","null","","","","","","958","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","181","186185","0.0-12.0-0.0-2.0-1.53","","","","","","","","","","","","","","","","","","","","","40","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_15.0000_-0.08716.png","arrowup","","","","","","","MullerLyer_15.0000_-0.08716.png","A","arrowdown","MullerLyer","15.000000000","-0.087160000","186144","<p style=""color: black; font-size: 80px; padding-left: 24%; padding-right: 2%; padding-top: 22%; padding-bottom: 15%"">+</p>","false","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","54"
"","IG_FixationCross","","html-keyboard-response","182","186840","0.0-12.0-0.0-2.0-0.54","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 31%; padding-right: 14%; padding-top: 13%; padding-bottom: 19%"">+</p>","null","","","","","","654","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","183","186905","0.0-12.0-0.0-2.0-1.54","","","","","","","","","","","","","","","","","","","","","64","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_21.0000_-0.4500.png","arrowdown","","","","","","","MullerLyer_21.0000_-0.4500.png","A","arrowdown","MullerLyer","21.000000000","-0.450000000","186840","<p style=""color: black; font-size: 80px; padding-left: 31%; padding-right: 14%; padding-top: 13%; padding-bottom: 19%"">+</p>","true","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","55"
"","IG_FixationCross","","html-keyboard-response","184","187855","0.0-12.0-0.0-2.0-0.55","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 12%; padding-right: 27%; padding-top: 45%; padding-bottom: 24%"">+</p>","null","","","","","","948","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","185","187917","0.0-12.0-0.0-2.0-1.55","","","","","","","","","","","","","","","","","","","","","62","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_9.00000_0.08716.png","arrowdown","","","","","","","MullerLyer_9.00000_0.08716.png","A","arrowup","MullerLyer","9.0000000000","0.0871600000","187855","<p style=""color: black; font-size: 80px; padding-left: 12%; padding-right: 27%; padding-top: 45%; padding-bottom: 24%"">+</p>","false","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","56"
"","IG_FixationCross","","html-keyboard-response","186","189002","0.0-12.0-0.0-2.0-0.56","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 16%; padding-right: 45%; padding-top: 20%; padding-bottom: 8%"">+</p>","null","","","","","","1083","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","187","189896","0.0-12.0-0.0-2.0-1.56","","","","","","","","","","","","","","","","","","","","","894","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_15.0000_-0.18509.png","arrowup","","","","","","","MullerLyer_15.0000_-0.18509.png","A","arrowdown","MullerLyer","15.000000000","-0.185090000","189002","<p style=""color: black; font-size: 80px; padding-left: 16%; padding-right: 45%; padding-top: 20%; padding-bottom: 8%"">+</p>","false","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }","1","57"
"","IG_FixationCross","","html-keyboard-response","188","190737","0.0-12.0-0.0-2.0-0.57","","","","","","","","","","","","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 38%; padding-right: 34%; padding-top: 16%; padding-bottom: 34%"">+</p>","null","","","","","","839","","","","","","","","","","","","","",""
