"success","trial_type","trial_index","time_elapsed","internal_node_id","label_stranger","label_friend","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","screen","date","time","screen_height","screen_width","researcher","sona_id","prolific_id","study_id","session_id","rt","stimulus","response","question_order","timeout","failed_images","failed_audio","failed_video","trial_duration","shape","trial_number","answer","answer_correct","correct","condition","label_condition","block_number","file","block","correct_response","Illusion_Type","Illusion_Strength","Illusion_Difference","isi","fixation_cross","type","illusion_strength","illusion_difference"
"","html-keyboard-response","1277","540211","0.0-25.0-1.0-2.0-0.22","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 10%; padding-right: 36%; padding-top: 16%; padding-bottom: 43%"">+</p>","null","","","","","","836","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1278","540876","0.0-25.0-1.0-2.0-1.22","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","664","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_-0.1500_-0.3383.png","arrowright","","","","","","","","23","","","true","","","2","Ebbinghaus_-0.1500_-0.3383.png","A","arrowright","Ebbinghaus","-0.150000000","-0.338300000","540211","<p style=""color: black; font-size: 80px; padding-left: 10%; padding-right: 36%; padding-top: 16%; padding-bottom: 43%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1279","541668","0.0-25.0-1.0-2.0-0.23","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 35%; padding-right: 21%; padding-top: 30%; padding-bottom: 48%"">+</p>","null","","","","","","789","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1280","545428","0.0-25.0-1.0-2.0-1.23","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","3759","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_1.35000_0.33830.png","arrowright","","","","","","","","24","","","false","","","2","Ebbinghaus_1.35000_0.33830.png","A","arrowleft","Ebbinghaus","1.3500000000","0.3383000000","541668","<p style=""color: black; font-size: 80px; padding-left: 35%; padding-right: 21%; padding-top: 30%; padding-bottom: 48%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1281","546162","0.0-25.0-1.0-2.0-0.24","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 18%; padding-right: 4%; padding-top: 50%; padding-bottom: 36%"">+</p>","null","","","","","","732","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1282","546731","0.0-25.0-1.0-2.0-1.24","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","569","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_-0.4500_-0.20566.png","arrowright","","","","","","","","25","","","true","","","2","Ebbinghaus_-0.4500_-0.20566.png","A","arrowright","Ebbinghaus","-0.450000000","-0.205660000","546162","<p style=""color: black; font-size: 80px; padding-left: 18%; padding-right: 4%; padding-top: 50%; padding-bottom: 36%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1283","547764","0.0-25.0-1.0-2.0-0.25","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 14%; padding-right: 5%; padding-top: 23%; padding-bottom: 19%"">+</p>","null","","","","","","1031","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1284","548312","0.0-25.0-1.0-2.0-1.25","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","547","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_1.05000_-0.20566.png","arrowright","","","","","","","","26","","","true","","","2","Ebbinghaus_1.05000_-0.20566.png","A","arrowright","Ebbinghaus","1.0500000000","-0.205660000","547764","<p style=""color: black; font-size: 80px; padding-left: 14%; padding-right: 5%; padding-top: 23%; padding-bottom: 19%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1285","549079","0.0-25.0-1.0-2.0-0.26","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 27%; padding-right: 43%; padding-top: 1%; padding-bottom: 24%"">+</p>","null","","","","","","766","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1286","549945","0.0-25.0-1.0-2.0-1.26","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","865","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_-1.0500_0.20566.png","arrowleft","","","","","","","","27","","","true","","","2","Ebbinghaus_-1.0500_0.20566.png","A","arrowleft","Ebbinghaus","-1.050000000","0.2056600000","549079","<p style=""color: black; font-size: 80px; padding-left: 27%; padding-right: 43%; padding-top: 1%; padding-bottom: 24%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1287","550696","0.0-25.0-1.0-2.0-0.27","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 10%; padding-right: 36%; padding-top: 26%; padding-bottom: 35%"">+</p>","null","","","","","","749","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1288","551265","0.0-25.0-1.0-2.0-1.27","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","568","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_0.45000_-0.5000.png","arrowright","","","","","","","","28","","","true","","","2","Ebbinghaus_0.45000_-0.5000.png","A","arrowright","Ebbinghaus","0.4500000000","-0.500000000","550696","<p style=""color: black; font-size: 80px; padding-left: 10%; padding-right: 36%; padding-top: 26%; padding-bottom: 35%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1289","552256","0.0-25.0-1.0-2.0-0.28","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 24%; padding-right: 43%; padding-top: 18%; padding-bottom: 12%"">+</p>","null","","","","","","988","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1290","553091","0.0-25.0-1.0-2.0-1.28","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","834","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_-0.4500_0.20566.png","arrowleft","","","","","","","","29","","","true","","","2","Ebbinghaus_-0.4500_0.20566.png","A","arrowleft","Ebbinghaus","-0.450000000","0.2056600000","552256","<p style=""color: black; font-size: 80px; padding-left: 24%; padding-right: 43%; padding-top: 18%; padding-bottom: 12%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1291","553887","0.0-25.0-1.0-2.0-0.29","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 24%; padding-right: 4%; padding-top: 40%; padding-bottom: 23%"">+</p>","null","","","","","","792","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1292","554565","0.0-25.0-1.0-2.0-1.29","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","677","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_0.45000_0.20566.png","arrowleft","","","","","","","","30","","","true","","","2","Ebbinghaus_0.45000_0.20566.png","A","arrowleft","Ebbinghaus","0.4500000000","0.2056600000","553887","<p style=""color: black; font-size: 80px; padding-left: 24%; padding-right: 4%; padding-top: 40%; padding-bottom: 23%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1293","555199","0.0-25.0-1.0-2.0-0.30","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 30%; padding-right: 42%; padding-top: 20%; padding-bottom: 31%"">+</p>","null","","","","","","632","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1294","555918","0.0-25.0-1.0-2.0-1.30","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","718","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_0.45000_-0.09684.png","arrowright","","","","","","","","31","","","true","","","2","Ebbinghaus_0.45000_-0.09684.png","A","arrowright","Ebbinghaus","0.4500000000","-0.096840000","555199","<p style=""color: black; font-size: 80px; padding-left: 30%; padding-right: 42%; padding-top: 20%; padding-bottom: 31%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1295","556868","0.0-25.0-1.0-2.0-0.31","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 11%; padding-right: 41%; padding-top: 46%; padding-bottom: 29%"">+</p>","null","","","","","","949","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1296","557432","0.0-25.0-1.0-2.0-1.31","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","563","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_0.45000_-0.3383.png","arrowright","","","","","","","","32","","","true","","","2","Ebbinghaus_0.45000_-0.3383.png","A","arrowright","Ebbinghaus","0.4500000000","-0.338300000","556868","<p style=""color: black; font-size: 80px; padding-left: 11%; padding-right: 41%; padding-top: 46%; padding-bottom: 29%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1297","558329","0.0-25.0-1.0-2.0-0.32","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 40%; padding-right: 2%; padding-top: 32%; padding-bottom: 19%"">+</p>","null","","","","","","894","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1298","558873","0.0-25.0-1.0-2.0-1.32","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","544","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_1.35000_-0.09684.png","arrowright","","","","","","","","33","","","true","","","2","Ebbinghaus_1.35000_-0.09684.png","A","arrowright","Ebbinghaus","1.3500000000","-0.096840000","558329","<p style=""color: black; font-size: 80px; padding-left: 40%; padding-right: 2%; padding-top: 32%; padding-bottom: 19%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1299","559862","0.0-25.0-1.0-2.0-0.33","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 40%; padding-right: 35%; padding-top: 42%; padding-bottom: 34%"">+</p>","null","","","","","","987","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1300","560545","0.0-25.0-1.0-2.0-1.33","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","682","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_-0.4500_0.09684.png","arrowleft","","","","","","","","34","","","true","","","2","Ebbinghaus_-0.4500_0.09684.png","A","arrowleft","Ebbinghaus","-0.450000000","0.0968400000","559862","<p style=""color: black; font-size: 80px; padding-left: 40%; padding-right: 35%; padding-top: 42%; padding-bottom: 34%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1301","561357","0.0-25.0-1.0-2.0-0.34","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 17%; padding-right: 8%; padding-top: 14%; padding-bottom: 38%"">+</p>","null","","","","","","810","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1302","561903","0.0-25.0-1.0-2.0-1.34","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","545","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_0.45000_-0.20566.png","arrowright","","","","","","","","35","","","true","","","2","Ebbinghaus_0.45000_-0.20566.png","A","arrowright","Ebbinghaus","0.4500000000","-0.205660000","561357","<p style=""color: black; font-size: 80px; padding-left: 17%; padding-right: 8%; padding-top: 14%; padding-bottom: 38%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1303","562889","0.0-25.0-1.0-2.0-0.35","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 37%; padding-right: 14%; padding-top: 16%; padding-bottom: 15%"">+</p>","null","","","","","","984","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1304","563598","0.0-25.0-1.0-2.0-1.35","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","708","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_-1.3500_-0.20566.png","arrowright","","","","","","","","36","","","true","","","2","Ebbinghaus_-1.3500_-0.20566.png","A","arrowright","Ebbinghaus","-1.350000000","-0.205660000","562889","<p style=""color: black; font-size: 80px; padding-left: 37%; padding-right: 14%; padding-top: 16%; padding-bottom: 15%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1305","564230","0.0-25.0-1.0-2.0-0.36","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 30%; padding-right: 31%; padding-top: 25%; padding-bottom: 31%"">+</p>","null","","","","","","630","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1306","564567","0.0-25.0-1.0-2.0-1.36","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","336","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_0.45000_0.33830.png","arrowright","","","","","","","","37","","","false","","","2","Ebbinghaus_0.45000_0.33830.png","A","arrowleft","Ebbinghaus","0.4500000000","0.3383000000","564230","<p style=""color: black; font-size: 80px; padding-left: 30%; padding-right: 31%; padding-top: 25%; padding-bottom: 31%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1307","565245","0.0-25.0-1.0-2.0-0.37","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 19%; padding-right: 38%; padding-top: 48%; padding-bottom: 35%"">+</p>","null","","","","","","676","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1308","565403","0.0-25.0-1.0-2.0-1.37","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","157","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_1.05000_-0.3383.png","arrowright","","","","","","","","38","","","true","","","2","Ebbinghaus_1.05000_-0.3383.png","A","arrowright","Ebbinghaus","1.0500000000","-0.338300000","565245","<p style=""color: black; font-size: 80px; padding-left: 19%; padding-right: 38%; padding-top: 48%; padding-bottom: 35%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1309","566156","0.0-25.0-1.0-2.0-0.38","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 22%; padding-right: 19%; padding-top: 17%; padding-bottom: 34%"">+</p>","null","","","","","","751","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1310","566169","0.0-25.0-1.0-2.0-1.38","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","12","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_-1.0500_-0.5000.png","arrowright","","","","","","","","39","","","true","","","2","Ebbinghaus_-1.0500_-0.5000.png","A","arrowright","Ebbinghaus","-1.050000000","-0.500000000","566156","<p style=""color: black; font-size: 80px; padding-left: 22%; padding-right: 19%; padding-top: 17%; padding-bottom: 34%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1311","566789","0.0-25.0-1.0-2.0-0.39","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 42%; padding-right: 25%; padding-top: 3%; padding-bottom: 44%"">+</p>","null","","","","","","618","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1312","566924","0.0-25.0-1.0-2.0-1.39","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","134","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_-0.7500_0.33830.png","arrowright","","","","","","","","40","","","false","","","2","Ebbinghaus_-0.7500_0.33830.png","A","arrowleft","Ebbinghaus","-0.750000000","0.3383000000","566789","<p style=""color: black; font-size: 80px; padding-left: 42%; padding-right: 25%; padding-top: 3%; padding-bottom: 44%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1313","567597","0.0-25.0-1.0-2.0-0.40","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 7%; padding-right: 35%; padding-top: 27%; padding-bottom: 42%"">+</p>","null","","","","","","672","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1314","567655","0.0-25.0-1.0-2.0-1.40","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","57","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_1.05000_0.20566.png","arrowright","","","","","","","","41","","","false","","","2","Ebbinghaus_1.05000_0.20566.png","A","arrowleft","Ebbinghaus","1.0500000000","0.2056600000","567597","<p style=""color: black; font-size: 80px; padding-left: 7%; padding-right: 35%; padding-top: 27%; padding-bottom: 42%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1315","568469","0.0-25.0-1.0-2.0-0.41","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 23%; padding-right: 4%; padding-top: 3%; padding-bottom: 17%"">+</p>","null","","","","","","812","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1316","568636","0.0-25.0-1.0-2.0-1.41","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","166","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_-0.4500_-0.3383.png","arrowright","","","","","","","","42","","","true","","","2","Ebbinghaus_-0.4500_-0.3383.png","A","arrowright","Ebbinghaus","-0.450000000","-0.338300000","568469","<p style=""color: black; font-size: 80px; padding-left: 23%; padding-right: 4%; padding-top: 3%; padding-bottom: 17%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1317","569335","0.0-25.0-1.0-2.0-0.42","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 11%; padding-right: 6%; padding-top: 39%; padding-bottom: 28%"">+</p>","null","","","","","","698","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1318","569449","0.0-25.0-1.0-2.0-1.42","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","113","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_1.35000_-0.3383.png","arrowright","","","","","","","","43","","","true","","","2","Ebbinghaus_1.35000_-0.3383.png","A","arrowright","Ebbinghaus","1.3500000000","-0.338300000","569335","<p style=""color: black; font-size: 80px; padding-left: 11%; padding-right: 6%; padding-top: 39%; padding-bottom: 28%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1319","570051","0.0-25.0-1.0-2.0-0.43","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 31%; padding-right: 19%; padding-top: 28%; padding-bottom: 38%"">+</p>","null","","","","","","600","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1320","570187","0.0-25.0-1.0-2.0-1.43","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","134","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_-1.3500_-0.5000.png","arrowright","","","","","","","","44","","","true","","","2","Ebbinghaus_-1.3500_-0.5000.png","A","arrowright","Ebbinghaus","-1.350000000","-0.500000000","570051","<p style=""color: black; font-size: 80px; padding-left: 31%; padding-right: 19%; padding-top: 28%; padding-bottom: 38%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1321","571019","0.0-25.0-1.0-2.0-0.44","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 26%; padding-right: 33%; padding-top: 35%; padding-bottom: 50%"">+</p>","null","","","","","","830","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1322","571177","0.0-25.0-1.0-2.0-1.44","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","157","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_-1.0500_-0.20566.png","arrowright","","","","","","","","45","","","true","","","2","Ebbinghaus_-1.0500_-0.20566.png","A","arrowright","Ebbinghaus","-1.050000000","-0.205660000","571019","<p style=""color: black; font-size: 80px; padding-left: 26%; padding-right: 33%; padding-top: 35%; padding-bottom: 50%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1323","572003","0.0-25.0-1.0-2.0-0.45","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 22%; padding-right: 18%; padding-top: 6%; padding-bottom: 43%"">+</p>","null","","","","","","824","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1324","572195","0.0-25.0-1.0-2.0-1.45","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","192","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_1.35000_-0.5000.png","arrowright","","","","","","","","46","","","true","","","2","Ebbinghaus_1.35000_-0.5000.png","A","arrowright","Ebbinghaus","1.3500000000","-0.500000000","572003","<p style=""color: black; font-size: 80px; padding-left: 22%; padding-right: 18%; padding-top: 6%; padding-bottom: 43%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1325","573234","0.0-25.0-1.0-2.0-0.46","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 10%; padding-right: 26%; padding-top: 45%; padding-bottom: 40%"">+</p>","null","","","","","","1037","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1326","573325","0.0-25.0-1.0-2.0-1.46","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","89","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_0.75000_0.33830.png","arrowright","","","","","","","","47","","","false","","","2","Ebbinghaus_0.75000_0.33830.png","A","arrowleft","Ebbinghaus","0.7500000000","0.3383000000","573234","<p style=""color: black; font-size: 80px; padding-left: 10%; padding-right: 26%; padding-top: 45%; padding-bottom: 40%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1327","574097","0.0-25.0-1.0-2.0-0.47","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 20%; padding-right: 40%; padding-top: 6%; padding-bottom: 21%"">+</p>","null","","","","","","770","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1328","574193","0.0-25.0-1.0-2.0-1.47","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","95","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_-0.1500_0.33830.png","arrowright","","","","","","","","48","","","false","","","2","Ebbinghaus_-0.1500_0.33830.png","A","arrowleft","Ebbinghaus","-0.150000000","0.3383000000","574097","<p style=""color: black; font-size: 80px; padding-left: 20%; padding-right: 40%; padding-top: 6%; padding-bottom: 21%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1329","575265","0.0-25.0-1.0-2.0-0.48","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 25%; padding-right: 31%; padding-top: 20%; padding-bottom: 37%"">+</p>","null","","","","","","1071","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1330","575367","0.0-25.0-1.0-2.0-1.48","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","101","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_0.45000_0.09684.png","arrowright","","","","","","","","49","","","false","","","2","Ebbinghaus_0.45000_0.09684.png","A","arrowleft","Ebbinghaus","0.4500000000","0.0968400000","575265","<p style=""color: black; font-size: 80px; padding-left: 25%; padding-right: 31%; padding-top: 20%; padding-bottom: 37%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1331","576085","0.0-25.0-1.0-2.0-0.49","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 42%; padding-right: 34%; padding-top: 33%; padding-bottom: 16%"">+</p>","null","","","","","","715","","","","","","","","","","","","","","","","","","",""
